Gene stable ID,Gene stable ID version,Gene type,Gene name
ENSG00000188459,ENSG00000188459.3,pseudogene,WASF4P
ENSG00000254129,ENSG00000254129.1,antisense,CTD-2647L4.1
ENSG00000253960,ENSG00000253960.1,lincRNA,RP11-388K12.1
ENSG00000262573,ENSG00000262573.2,protein_coding,KRTAP9-2
ENSG00000239679,ENSG00000239679.2,misc_RNA,RN7SL193P
ENSG00000169744,ENSG00000169744.8,protein_coding,LDB2
ENSG00000225012,ENSG00000225012.1,lincRNA,RP13-348B13.2
ENSG00000254089,ENSG00000254089.1,lincRNA,RP11-388K12.2
ENSG00000251162,ENSG00000251162.1,pseudogene,RP11-75A5.1
ENSG00000224401,ENSG00000224401.2,pseudogene,RPL7P57
ENSG00000124399,ENSG00000124399.3,pseudogene,RP11-663P9.2
ENSG00000266997,ENSG00000266997.2,protein_coding,RP11-886H22.1
ENSG00000262896,ENSG00000262896.2,protein_coding,KRTAP9-4
ENSG00000221005,ENSG00000221005.1,miRNA,AL161723.1
ENSG00000222416,ENSG00000222416.1,rRNA,RNA5SP274
ENSG00000258545,ENSG00000258545.1,antisense,RP4-755D9.1
ENSG00000223037,ENSG00000223037.1,snRNA,RNU6-284P
ENSG00000238068,ENSG00000238068.1,antisense,ZNF630-AS1
ENSG00000169118,ENSG00000169118.11,protein_coding,CSNK1G1
ENSG00000227581,ENSG00000227581.2,pseudogene,RP13-140E4.1
ENSG00000253781,ENSG00000253781.1,pseudogene,ZNF317P1
ENSG00000156299,ENSG00000156299.8,protein_coding,TIAM1
ENSG00000248162,ENSG00000248162.1,pseudogene,RP11-294O2.1
ENSG00000238473,ENSG00000238473.1,snoRNA,snoU13
ENSG00000262594,ENSG00000262594.2,protein_coding,KRTAP9-9
ENSG00000081014,ENSG00000081014.6,protein_coding,AP4E1
ENSG00000200131,ENSG00000200131.1,misc_RNA,RN7SKP77
ENSG00000271971,ENSG00000271971.1,antisense,CTD-2006H14.2
ENSG00000226081,ENSG00000226081.2,pseudogene,USP12PX
ENSG00000259589,ENSG00000259589.2,antisense,RP11-317G6.1
ENSG00000264328,ENSG00000264328.1,misc_RNA,RN7SL781P
ENSG00000250863,ENSG00000250863.1,lincRNA,RP11-663P9.1
ENSG00000102683,ENSG00000102683.6,protein_coding,SGCG
ENSG00000228143,ENSG00000228143.2,pseudogene,RP11-308N19.5
ENSG00000253854,ENSG00000253854.1,antisense,RP11-10N23.2
ENSG00000253770,ENSG00000253770.1,pseudogene,HMGB1P23
ENSG00000251350,ENSG00000251350.1,lincRNA,RP11-328N19.1
ENSG00000227434,ENSG00000227434.2,pseudogene,RNF19BPX
ENSG00000101180,ENSG00000101180.11,protein_coding,HRH3
ENSG00000263263,ENSG00000263263.1,protein_coding,KRTAP9-6
ENSG00000253722,ENSG00000253722.1,antisense,RP11-10N23.4
ENSG00000268941,ENSG00000268941.1,protein_coding,MGC4294
ENSG00000228139,ENSG00000228139.1,lincRNA,GS1-421I3.4
ENSG00000248771,ENSG00000248771.1,lincRNA,RP11-294O2.2
ENSG00000266496,ENSG00000266496.1,miRNA,AC131951.1
ENSG00000199156,ENSG00000199156.1,miRNA,MIR422A
ENSG00000171483,ENSG00000171483.9,pseudogene,SSX6
ENSG00000229667,ENSG00000229667.2,pseudogene,UBE2V1P9
ENSG00000253848,ENSG00000253848.1,antisense,RP11-10N23.5
ENSG00000212034,ENSG00000212034.1,miRNA,AC084262.1
ENSG00000251159,ENSG00000251159.1,pseudogene,RP11-500G9.1
ENSG00000262221,ENSG00000262221.1,protein_coding,KRTAP9-7
ENSG00000254057,ENSG00000254057.1,lincRNA,RP3-388N13.3
ENSG00000201050,ENSG00000201050.1,snRNA,RNU6-668P
ENSG00000273369,ENSG00000273369.1,antisense,RP11-700J17.1
ENSG00000119487,ENSG00000119487.12,protein_coding,MAPKAP1
ENSG00000254387,ENSG00000254387.1,pseudogene,RP3-388N13.2
ENSG00000212276,ENSG00000212276.1,rRNA,RNA5SP292
ENSG00000272936,ENSG00000272936.1,antisense,RP11-700J17.2
ENSG00000262542,ENSG00000262542.1,protein_coding,KRTAP29-1
ENSG00000233382,ENSG00000233382.5,pseudogene,NKAPP1
ENSG00000264448,ENSG00000264448.2,lincRNA,MIR378D2
ENSG00000137473,ENSG00000137473.13,protein_coding,TTC29
ENSG00000262214,ENSG00000262214.1,pseudogene,KRTAP9-12P
ENSG00000178605,ENSG00000178605.8,protein_coding,GTPBP6
ENSG00000249729,ENSG00000249729.2,pseudogene,RP11-55C6.1
ENSG00000248329,ENSG00000248329.1,processed_transcript,RP11-366M4.3
ENSG00000230782,ENSG00000230782.1,antisense,RP11-508N12.2
ENSG00000251234,ENSG00000251234.1,pseudogene,PSMA2P2
ENSG00000262946,ENSG00000262946.1,pseudogene,KRTAP9-11P
ENSG00000120251,ENSG00000120251.14,protein_coding,GRIA2
ENSG00000147853,ENSG00000147853.12,protein_coding,AK3
ENSG00000248987,ENSG00000248987.2,pseudogene,PRDX4P1
ENSG00000263115,ENSG00000263115.1,pseudogene,KRTAP9-10P
ENSG00000230241,ENSG00000230241.1,pseudogene,RP11-38O23.3
ENSG00000231562,ENSG00000231562.1,pseudogene,RP11-508N12.3
ENSG00000250496,ENSG00000250496.2,pseudogene,ABT1P1
ENSG00000240509,ENSG00000240509.1,pseudogene,RPL34P18
ENSG00000233139,ENSG00000233139.1,pseudogene,RP11-38O23.4
ENSG00000272777,ENSG00000272777.1,lincRNA,RP11-571L19.8
ENSG00000263855,ENSG00000263855.1,miRNA,AC105081.1
ENSG00000201517,ENSG00000201517.1,snRNA,RNU6-707P
ENSG00000250227,ENSG00000250227.1,pseudogene,TRIM60P14
ENSG00000253585,ENSG00000253585.1,lincRNA,KB-1184D12.1
ENSG00000263392,ENSG00000263392.1,miRNA,AC084262.2
ENSG00000225198,ENSG00000225198.1,pseudogene,SSXP3
ENSG00000266476,ENSG00000266476.1,miRNA,AC084262.3
ENSG00000249510,ENSG00000249510.1,pseudogene,KB-1247B1.1
ENSG00000244146,ENSG00000244146.1,pseudogene,RP11-366M4.2
ENSG00000196782,ENSG00000196782.8,protein_coding,MAML3
ENSG00000263014,ENSG00000263014.1,protein_coding,ATP6V1G3
ENSG00000260253,ENSG00000260253.1,sense_overlapping,RP4-676L2.1
ENSG00000224774,ENSG00000224774.3,protein_coding,CSNK2B
ENSG00000244217,ENSG00000244217.1,pseudogene,RPS4XP10
ENSG00000221891,ENSG00000221891.2,pseudogene,FAM218BP
ENSG00000259713,ENSG00000259713.1,sense_overlapping,RP11-429B14.1
ENSG00000270960,ENSG00000270960.1,pseudogene,RP11-366M4.18
ENSG00000259615,ENSG00000259615.1,antisense,RP11-429B14.3
ENSG00000246090,ENSG00000246090.2,antisense,RP11-696N14.1
ENSG00000254315,ENSG00000254315.1,antisense,RP11-267M23.3
ENSG00000248645,ENSG00000248645.1,pseudogene,RP11-366M4.6
ENSG00000253704,ENSG00000253704.1,lincRNA,RP11-267M23.4
ENSG00000241362,ENSG00000241362.2,pseudogene,RPL36AP43
ENSG00000223615,ENSG00000223615.2,pseudogene,RP11-196I18.2
ENSG00000160973,ENSG00000160973.7,protein_coding,FOXH1
ENSG00000225531,ENSG00000225531.1,pseudogene,RP11-196I18.3
ENSG00000253175,ENSG00000253175.1,pseudogene,RP11-267M23.6
ENSG00000259561,ENSG00000259561.1,sense_intronic,RP11-300G22.2
ENSG00000197465,ENSG00000197465.9,protein_coding,GYPE
ENSG00000121089,ENSG00000121089.4,pseudogene,NACA3P
ENSG00000226047,ENSG00000226047.1,lincRNA,RP11-196I18.4
ENSG00000206590,ENSG00000206590.1,snRNA,RNU6-132P
ENSG00000254190,ENSG00000254190.1,pseudogene,RP11-267M23.5
ENSG00000259441,ENSG00000259441.2,pseudogene,MRPL15P1
ENSG00000073067,ENSG00000073067.9,protein_coding,CYP2W1
ENSG00000207515,ENSG00000207515.1,snRNA,RNU6-555P
ENSG00000254283,ENSG00000254283.1,pseudogene,RP11-267M23.7
ENSG00000258256,ENSG00000258256.1,protein_coding,RP11-219B4.5
ENSG00000206062,ENSG00000206062.4,lincRNA,RP13-212L9.1
ENSG00000264966,ENSG00000264966.1,miRNA,MIR5094
ENSG00000238032,ENSG00000238032.1,pseudogene,RP11-38O23.7
ENSG00000261437,ENSG00000261437.1,antisense,RP11-22C11.2
ENSG00000236941,ENSG00000236941.5,pseudogene,RP11-366M4.8
ENSG00000259677,ENSG00000259677.1,pseudogene,RP11-493E3.1
ENSG00000241003,ENSG00000241003.1,pseudogene,RP11-22C11.1
ENSG00000257962,ENSG00000257962.1,protein_coding,RP11-219B4.6
ENSG00000264796,ENSG00000264796.1,miRNA,MIR5009
ENSG00000234780,ENSG00000234780.1,pseudogene,RP11-552E4.2
ENSG00000249065,ENSG00000249065.2,pseudogene,PCNAP1
ENSG00000253981,ENSG00000253981.1,pseudogene,ALG1L13P
ENSG00000167393,ENSG00000167393.12,protein_coding,PPP2R3B
ENSG00000212420,ENSG00000212420.1,snRNA,RNU6-1111P
ENSG00000253429,ENSG00000253429.1,pseudogene,KB-1090H4.2
ENSG00000259316,ENSG00000259316.3,protein_coding,CTD-2116N17.1
ENSG00000166206,ENSG00000166206.9,protein_coding,GABRB3
ENSG00000252645,ENSG00000252645.1,snRNA,RNU7-111P
ENSG00000252856,ENSG00000252856.1,rRNA,RNA5SP503
ENSG00000226535,ENSG00000226535.1,pseudogene,RP11-417L14.1
ENSG00000199701,ENSG00000199701.1,misc_RNA,Y_RNA
ENSG00000259273,ENSG00000259273.1,pseudogene,RP11-493E3.2
ENSG00000253632,ENSG00000253632.1,lincRNA,RP11-486M23.1
ENSG00000204368,ENSG00000204368.5,pseudogene,RP11-552E4.3
ENSG00000254307,ENSG00000254307.2,antisense,KB-1608C10.2
ENSG00000250300,ENSG00000250300.1,pseudogene,RP11-696N14.3
ENSG00000253182,ENSG00000253182.1,lincRNA,RP11-486M23.2
ENSG00000265871,ENSG00000265871.1,miRNA,MIR3174
ENSG00000243844,ENSG00000243844.1,pseudogene,RPL17P33
ENSG00000236337,ENSG00000236337.1,sense_intronic,FMR1-IT1
ENSG00000259291,ENSG00000259291.1,antisense,RP11-617F23.1
ENSG00000226825,ENSG00000226825.1,lincRNA,RP11-363D24.1
ENSG00000248676,ENSG00000248676.1,antisense,RP11-766F14.1
ENSG00000259685,ENSG00000259685.1,lincRNA,CTD-2315E11.1
ENSG00000254136,ENSG00000254136.1,lincRNA,RP11-546K22.2
ENSG00000234161,ENSG00000234161.1,antisense,PABPC5-AS1
ENSG00000251191,ENSG00000251191.3,lincRNA,LINC00589
ENSG00000263714,ENSG00000263714.1,misc_RNA,RN7SL755P
ENSG00000183578,ENSG00000183578.5,protein_coding,TNFAIP8L3
ENSG00000201285,ENSG00000201285.1,rRNA,5S_rRNA
ENSG00000236413,ENSG00000236413.2,pseudogene,RP13-24G8.2
ENSG00000240470,ENSG00000240470.2,misc_RNA,RN7SL346P
ENSG00000068400,ENSG00000068400.9,protein_coding,GRIPAP1
ENSG00000219507,ENSG00000219507.4,pseudogene,FTH1P8
ENSG00000230275,ENSG00000230275.2,pseudogene,SERBP1P4
ENSG00000167306,ENSG00000167306.14,protein_coding,MYO5B
ENSG00000245322,ENSG00000245322.2,antisense,RP11-15B17.1
ENSG00000099998,ENSG00000099998.13,protein_coding,GGT5
ENSG00000254314,ENSG00000254314.1,antisense,RP11-26M5.3
ENSG00000222440,ENSG00000222440.1,snRNA,RNU2-26P
ENSG00000253490,ENSG00000253490.1,lincRNA,AC145110.1
ENSG00000234702,ENSG00000234702.1,pseudogene,VDAC1P3
ENSG00000253551,ENSG00000253551.1,antisense,RP11-26M5.2
ENSG00000253505,ENSG00000253505.1,lincRNA,CTA-398F10.1
ENSG00000233467,ENSG00000233467.2,pseudogene,U40455.1
ENSG00000250403,ENSG00000250403.1,pseudogene,RP11-15B17.2
ENSG00000263459,ENSG00000263459.1,miRNA,AL359552.1
ENSG00000096150,ENSG00000096150.5,protein_coding,RPS18
ENSG00000227541,ENSG00000227541.1,pseudogene,RP3-525N14.2
ENSG00000213558,ENSG00000213558.3,pseudogene,HMGN2P32
ENSG00000229132,ENSG00000229132.2,pseudogene,EIF4A1P10
ENSG00000248820,ENSG00000248820.2,pseudogene,RP11-15B17.3
ENSG00000253924,ENSG00000253924.1,lincRNA,RP11-1023P17.2
ENSG00000176970,ENSG00000176970.8,pseudogene,RPL7L1P11
ENSG00000254153,ENSG00000254153.1,lincRNA,CTA-398F10.2
ENSG00000237757,ENSG00000237757.1,pseudogene,EEF1A1P30
ENSG00000222196,ENSG00000222196.2,miRNA,AC121157.1
ENSG00000137460,ENSG00000137460.4,protein_coding,FHDC1
ENSG00000240534,ENSG00000240534.1,pseudogene,RPL34P17
ENSG00000166803,ENSG00000166803.6,protein_coding,KIAA0101
ENSG00000249710,ENSG00000249710.1,antisense,RP11-588P8.1
ENSG00000237741,ENSG00000237741.1,antisense,AC002368.4
ENSG00000199905,ENSG00000199905.1,snRNA,RNU6-492P
ENSG00000142168,ENSG00000142168.10,protein_coding,SOD1
ENSG00000250223,ENSG00000250223.1,sense_intronic,EMCN-IT3
ENSG00000271555,ENSG00000271555.1,sense_intronic,CTD-3214K23.1
ENSG00000262418,ENSG00000262418.1,protein_coding,PTPRC
ENSG00000223516,ENSG00000223516.1,sense_intronic,AFF2-IT1
ENSG00000251219,ENSG00000251219.1,sense_intronic,EMCN-IT2
ENSG00000146540,ENSG00000146540.10,protein_coding,C7orf50
ENSG00000248911,ENSG00000248911.2,pseudogene,RP11-182E14.1
ENSG00000251636,ENSG00000251636.1,sense_intronic,EMCN-IT1
ENSG00000221265,ENSG00000221265.1,miRNA,MIR1255A
ENSG00000222313,ENSG00000222313.1,misc_RNA,RN7SKP267
ENSG00000236005,ENSG00000236005.1,pseudogene,RP11-438P9.1
ENSG00000242186,ENSG00000242186.1,pseudogene,AC002523.1
ENSG00000120158,ENSG00000120158.7,protein_coding,RCL1
ENSG00000199529,ENSG00000199529.1,snRNA,RNU6-462P
ENSG00000265835,ENSG00000265835.1,miRNA,AC009800.1
ENSG00000251149,ENSG00000251149.1,pseudogene,MTND5P5
ENSG00000251871,ENSG00000251871.1,miRNA,AC016113.1
ENSG00000264702,ENSG00000264702.1,miRNA,AC231656.1
ENSG00000272509,ENSG00000272509.1,antisense,RP11-347C18.5
ENSG00000250494,ENSG00000250494.1,pseudogene,RP11-162D9.1
ENSG00000251309,ENSG00000251309.1,antisense,RP11-498M5.2
ENSG00000243979,ENSG00000243979.2,pseudogene,RP11-347C18.1
ENSG00000251797,ENSG00000251797.1,snRNA,RNU7-98P
ENSG00000241144,ENSG00000241144.2,misc_RNA,RN7SL728P
ENSG00000184056,ENSG00000184056.10,protein_coding,VPS33B
ENSG00000238039,ENSG00000238039.1,lincRNA,AF011889.2
ENSG00000239497,ENSG00000239497.3,protein_coding,LY6G5B
ENSG00000238791,ENSG00000238791.1,snoRNA,snoU13
ENSG00000254687,ENSG00000254687.1,antisense,RP11-162D9.3
ENSG00000248161,ENSG00000248161.1,lincRNA,RP11-499E18.1
ENSG00000253878,ENSG00000253878.1,sense_intronic,RP11-347C18.3
ENSG00000160972,ENSG00000160972.5,protein_coding,PPP1R16A
ENSG00000176289,ENSG00000176289.4,pseudogene,IDSP1
ENSG00000227350,ENSG00000227350.1,pseudogene,RP11-438P9.2
ENSG00000253528,ENSG00000253528.2,pseudogene,RP11-347C18.4
ENSG00000262375,ENSG00000262375.1,lincRNA,RP11-553K8.2
ENSG00000153130,ENSG00000153130.13,protein_coding,SCOC
ENSG00000248632,ENSG00000248632.1,pseudogene,RP11-366M4.11
ENSG00000200525,ENSG00000200525.1,snRNA,RNU6-1209P
ENSG00000202308,ENSG00000202308.1,snRNA,RNU6-996P
ENSG00000262237,ENSG00000262237.1,antisense,RP11-553K8.5
ENSG00000260484,ENSG00000260484.1,lincRNA,RP11-1081M5.2
ENSG00000185960,ENSG00000185960.8,protein_coding,SHOX
ENSG00000222558,ENSG00000222558.1,snRNA,RNU6-1064P
ENSG00000251572,ENSG00000251572.2,pseudogene,AF213884.1
ENSG00000248229,ENSG00000248229.1,pseudogene,RP11-366M4.12
ENSG00000245080,ENSG00000245080.4,antisense,MIR3150A
ENSG00000225731,ENSG00000225731.1,antisense,AP001627.1
ENSG00000262210,ENSG00000262210.1,pseudogene,PEBP1P3
ENSG00000253369,ENSG00000253369.1,lincRNA,RP11-1081M5.1
ENSG00000130703,ENSG00000130703.11,protein_coding,OSBPL2
ENSG00000260651,ENSG00000260651.1,antisense,AF213884.2
ENSG00000233754,ENSG00000233754.1,lincRNA,AP001628.7
ENSG00000254204,ENSG00000254204.1,lincRNA,RP11-400K9.3
ENSG00000250887,ENSG00000250887.1,lincRNA,RP11-366M4.13
ENSG00000255164,ENSG00000255164.1,antisense,RP5-1047A19.4
ENSG00000238553,ENSG00000238553.1,miRNA,AF213884.3
ENSG00000225218,ENSG00000225218.1,lincRNA,AP001628.6
ENSG00000250712,ENSG00000250712.1,pseudogene,RP11-366M4.14
ENSG00000241981,ENSG00000241981.2,pseudogene,AF224669.3
ENSG00000244104,ENSG00000244104.2,misc_RNA,RN7SL659P
ENSG00000254618,ENSG00000254618.1,pseudogene,TMED10P1
ENSG00000215700,ENSG00000215700.1,protein_coding,PNRC2
ENSG00000233056,ENSG00000233056.1,lincRNA,ERVH48-1
ENSG00000230069,ENSG00000230069.3,pseudogene,LRRC37A15P
ENSG00000179934,ENSG00000179934.5,protein_coding,CCR8
ENSG00000240674,ENSG00000240674.1,pseudogene,RP11-366M4.1
ENSG00000151835,ENSG00000151835.9,protein_coding,SACS
ENSG00000255559,ENSG00000255559.1,antisense,ZNF252P-AS1
ENSG00000140006,ENSG00000140006.7,protein_coding,WDR89
ENSG00000250430,ENSG00000250430.1,pseudogene,RP11-366M4.15
ENSG00000231293,ENSG00000231293.1,pseudogene,RPL36AP6
ENSG00000248971,ENSG00000248971.2,pseudogene,KRT8P46
ENSG00000164849,ENSG00000164849.7,protein_coding,GPR146
ENSG00000255530,ENSG00000255530.1,pseudogene,RP5-1047A19.6
ENSG00000264580,ENSG00000264580.1,miRNA,MIR5692B
ENSG00000249617,ENSG00000249617.1,pseudogene,RP11-366M4.17
ENSG00000250361,ENSG00000250361.2,protein_coding,GYPB
ENSG00000224100,ENSG00000224100.1,antisense,AP001630.5
ENSG00000111971,ENSG00000111971.10,protein_coding,LY6G5C
ENSG00000224207,ENSG00000224207.2,pseudogene,RP11-10L12.1
ENSG00000255000,ENSG00000255000.1,pseudogene,AC139103.1
ENSG00000250374,ENSG00000250374.3,pseudogene,RP11-219C20.1
ENSG00000232777,ENSG00000232777.1,pseudogene,MRPL51P2
ENSG00000124222,ENSG00000124222.17,protein_coding,STX16
ENSG00000273097,ENSG00000273097.1,lincRNA,RP11-219C20.3
ENSG00000200974,ENSG00000200974.1,snRNA,RNU4-87P
ENSG00000241769,ENSG00000241769.3,antisense,LINC00893
ENSG00000251288,ENSG00000251288.2,pseudogene,RP11-10L12.2
ENSG00000126821,ENSG00000126821.7,protein_coding,SGPP1
ENSG00000229894,ENSG00000229894.2,pseudogene,GK3P
ENSG00000205755,ENSG00000205755.6,protein_coding,CRLF2
ENSG00000233727,ENSG00000233727.1,pseudogene,RP11-380I20.2
ENSG00000215699,ENSG00000215699.3,protein_coding,SRSF10
ENSG00000207559,ENSG00000207559.1,miRNA,MIR578
ENSG00000222459,ENSG00000222459.1,rRNA,RNA5SP293
ENSG00000246560,ENSG00000246560.2,antisense,RP11-10L12.4
ENSG00000144659,ENSG00000144659.6,protein_coding,SLC25A38
ENSG00000236783,ENSG00000236783.1,pseudogene,RPS15AP27
ENSG00000251596,ENSG00000251596.1,pseudogene,HADHAP1
ENSG00000215089,ENSG00000215089.3,pseudogene,KRT18P11
ENSG00000252739,ENSG00000252739.1,snRNA,RNU7-151P
ENSG00000248287,ENSG00000248287.1,pseudogene,SCGB1D5P
ENSG00000238948,ENSG00000238948.1,snoRNA,snoU13
ENSG00000248327,ENSG00000248327.1,pseudogene,RP11-443J23.1
ENSG00000253343,ENSG00000253343.1,lincRNA,CTD-3023L14.3
ENSG00000250651,ENSG00000250651.1,pseudogene,PABPC1P7
ENSG00000109654,ENSG00000109654.10,protein_coding,TRIM2
ENSG00000088854,ENSG00000088854.11,protein_coding,C20orf194
ENSG00000253774,ENSG00000253774.1,lincRNA,CTD-3023L14.1
ENSG00000211526,ENSG00000211526.1,miRNA,AL121869.1
ENSG00000213557,ENSG00000213557.4,pseudogene,RP11-240E2.2
ENSG00000249283,ENSG00000249283.2,pseudogene,ACTR3BP4
ENSG00000253130,ENSG00000253130.1,lincRNA,CTD-3023L14.2
ENSG00000206285,ENSG00000206285.5,protein_coding,B3GALT4
ENSG00000269305,ENSG00000269305.1,protein_coding,AL158147.2
ENSG00000230543,ENSG00000230543.1,pseudogene,SNX3P1X
ENSG00000225912,ENSG00000225912.1,pseudogene,RP13-258O15.1
ENSG00000132164,ENSG00000132164.5,protein_coding,SLC6A11
ENSG00000248740,ENSG00000248740.1,lincRNA,RP11-328K4.1
ENSG00000237807,ENSG00000237807.3,lincRNA,RP11-400K9.4
ENSG00000250725,ENSG00000250725.2,pseudogene,RP11-511B7.1
ENSG00000237360,ENSG00000237360.2,pseudogene,CHCHD4P2
ENSG00000240919,ENSG00000240919.1,pseudogene,RP11-400K9.1
ENSG00000263616,ENSG00000263616.1,misc_RNA,RN7SL178P
ENSG00000249500,ENSG00000249500.1,lincRNA,RP11-340B18.1
ENSG00000264445,ENSG00000264445.1,miRNA,AC087269.2
ENSG00000237873,ENSG00000237873.1,pseudogene,RP11-156J23.1
ENSG00000206144,ENSG00000206144.5,pseudogene,RP11-400K9.2
ENSG00000251577,ENSG00000251577.1,antisense,RP11-297P16.3
ENSG00000176305,ENSG00000176305.5,pseudogene,AC087269.1
ENSG00000253668,ENSG00000253668.1,pseudogene,RP11-463C14.1
ENSG00000164125,ENSG00000164125.11,protein_coding,FAM198B
ENSG00000272457,ENSG00000272457.1,antisense,RP11-1070A24.2
ENSG00000234130,ENSG00000234130.2,pseudogene,RP13-88F20.1
ENSG00000230030,ENSG00000230030.1,lincRNA,RP11-505C13.1
ENSG00000134508,ENSG00000134508.8,protein_coding,CABLES1
ENSG00000206372,ENSG00000206372.7,protein_coding,C2
ENSG00000244159,ENSG00000244159.1,pseudogene,RP11-1070A24.1
ENSG00000222512,ENSG00000222512.1,miRNA,AL137019.1
ENSG00000200528,ENSG00000200528.1,snRNA,RNU6-1331P
ENSG00000250920,ENSG00000250920.1,lincRNA,RP11-297P16.4
ENSG00000169253,ENSG00000169253.3,pseudogene,RP11-220D10.1
ENSG00000253667,ENSG00000253667.2,pseudogene,RP11-30L15.4
ENSG00000254367,ENSG00000254367.1,lincRNA,RP11-211C9.1
ENSG00000251571,ENSG00000251571.1,pseudogene,DDX3YP3
ENSG00000260955,ENSG00000260955.2,lincRNA,RP11-30L15.6
ENSG00000231568,ENSG00000231568.1,pseudogene,RP11-552E4.4
ENSG00000248964,ENSG00000248964.2,lincRNA,RP11-94H18.1
ENSG00000168028,ENSG00000168028.9,protein_coding,RPSA
ENSG00000234322,ENSG00000234322.1,pseudogene,ST13P18
ENSG00000254274,ENSG00000254274.1,pseudogene,TDGF1P5
ENSG00000229662,ENSG00000229662.2,pseudogene,RP11-552E4.5
ENSG00000252460,ENSG00000252460.1,snRNA,RNU6-635P
ENSG00000156304,ENSG00000156304.10,protein_coding,SCAF4
ENSG00000251835,ENSG00000251835.1,snRNA,RNU6ATAC32P
ENSG00000177710,ENSG00000177710.5,protein_coding,SLC35G5
ENSG00000249614,ENSG00000249614.1,lincRNA,RP11-703G6.1
ENSG00000200713,ENSG00000200713.1,snRNA,RNU6-682P
ENSG00000270980,ENSG00000270980.1,pseudogene,RP11-626A5.2
ENSG00000254248,ENSG00000254248.1,antisense,RP11-320N21.2
ENSG00000232042,ENSG00000232042.1,pseudogene,RP11-45J1.1
ENSG00000231678,ENSG00000231678.2,lincRNA,RP11-339N8.1
ENSG00000237381,ENSG00000237381.2,pseudogene,RP3-455H14.1
ENSG00000251170,ENSG00000251170.1,lincRNA,RP11-729M20.1
ENSG00000253840,ENSG00000253840.1,pseudogene,RP11-767C6.1
ENSG00000272179,ENSG00000272179.1,snoRNA,snoU13
ENSG00000231810,ENSG00000231810.1,pseudogene,RPL36AP35
ENSG00000259919,ENSG00000259919.1,protein_coding,GALNT9
ENSG00000181511,ENSG00000181511.5,pseudogene,RP4-655L22.4
ENSG00000215513,ENSG00000215513.7,pseudogene,PI4KAP1
ENSG00000127863,ENSG00000127863.11,protein_coding,TNFRSF19
ENSG00000270966,ENSG00000270966.1,pseudogene,RP11-62H7.3
ENSG00000253773,ENSG00000253773.1,lincRNA,KB-1047C11.2
ENSG00000213556,ENSG00000213556.3,pseudogene,RP11-3J11.1
ENSG00000215999,ENSG00000215999.2,miRNA,AC004052.1
ENSG00000254086,ENSG00000254086.1,lincRNA,RP11-94H18.2
ENSG00000272082,ENSG00000272082.1,miRNA,AC093628.1
ENSG00000233609,ENSG00000233609.3,pseudogene,RP11-62H7.2
ENSG00000237828,ENSG00000237828.1,pseudogene,PA2G4P1
ENSG00000245384,ENSG00000245384.1,antisense,AC004053.1
ENSG00000201227,ENSG00000201227.1,rRNA,RNA5-8SP3
ENSG00000253351,ENSG00000253351.1,lincRNA,KB-1047C11.1
ENSG00000109471,ENSG00000109471.4,protein_coding,IL2
ENSG00000184608,ENSG00000184608.4,protein_coding,C8orf12
ENSG00000253604,ENSG00000253604.1,lincRNA,RP11-489E7.1
ENSG00000225193,ENSG00000225193.5,pseudogene,RPS12P26
ENSG00000253945,ENSG00000253945.1,pseudogene,RP11-328L11.1
ENSG00000228301,ENSG00000228301.1,pseudogene,RPL7P55
ENSG00000271346,ENSG00000271346.1,pseudogene,RP1-321E8.4
ENSG00000147099,ENSG00000147099.15,protein_coding,HDAC8
ENSG00000259894,ENSG00000259894.1,lincRNA,RP11-697E2.4
ENSG00000250670,ENSG00000250670.1,lincRNA,AC004063.1
ENSG00000253872,ENSG00000253872.1,lincRNA,RP11-90D11.1
ENSG00000270826,ENSG00000270826.1,pseudogene,RP1-60G11.1
ENSG00000253279,ENSG00000253279.1,lincRNA,FAM183CP
ENSG00000248242,ENSG00000248242.1,lincRNA,RP11-556I14.2
ENSG00000100014,ENSG00000100014.15,protein_coding,SPECC1L
ENSG00000212495,ENSG00000212495.1,snRNA,RNU6-332P
ENSG00000202112,ENSG00000202112.1,snRNA,RNU6-690P
ENSG00000207244,ENSG00000207244.1,snoRNA,SNORA70
ENSG00000228998,ENSG00000228998.3,pseudogene,RP11-697E2.7
ENSG00000223297,ENSG00000223297.1,miRNA,AC116154.1
ENSG00000244470,ENSG00000244470.2,pseudogene,RP11-395M19.1
ENSG00000202410,ENSG00000202410.1,misc_RNA,Y_RNA
ENSG00000199331,ENSG00000199331.1,misc_RNA,Y_RNA
ENSG00000167081,ENSG00000167081.12,protein_coding,PBX3
ENSG00000254079,ENSG00000254079.1,pseudogene,RP11-31K23.1
ENSG00000263407,ENSG00000263407.1,miRNA,MIR4660
ENSG00000261091,ENSG00000261091.1,antisense,RP13-895J2.2
ENSG00000270678,ENSG00000270678.1,pseudogene,RP6-166C19.21
ENSG00000206284,ENSG00000206284.4,protein_coding,WDR46
ENSG00000270322,ENSG00000270322.1,pseudogene,RP11-697E2.10
ENSG00000248762,ENSG00000248762.2,lincRNA,RP11-31K23.2
ENSG00000207698,ENSG00000207698.1,miRNA,MIR32
ENSG00000227521,ENSG00000227521.2,pseudogene,RP13-213K19.1
ENSG00000270493,ENSG00000270493.1,pseudogene,RP6-166C19.22
